# n_ref,202
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,1
0.5,0.6,0
0.6,0.7,1
0.7,0.8,2
0.8,0.9,7
0.9,1.0,6
1.0,1.1,6
1.1,1.2,3
1.2,1.3,5
1.3,1.4,9
1.4,1.5,7
1.5,1.6,12
1.6,1.7,11
1.7,1.8,11
1.8,1.9,14
1.9,2.0,17
2.0,2.1,18
2.1,2.2,22
2.2,2.3,28
2.3,2.4,16
2.4,2.5,16
2.5,2.6,20
2.6,2.7,20
2.7,2.8,18
2.8,2.9,32
2.9,3.0,48
3.0,3.1,31
3.1,3.2,36
3.2,3.3,33
3.3,3.4,39
3.4,3.5,30
3.5,3.6,41
3.6,3.7,44
3.7,3.8,40
3.8,3.9,48
3.9,4.0,44
4.0,4.1,54
4.1,4.2,42
4.2,4.3,37
4.3,4.4,53
4.4,4.5,70
4.5,4.6,66
4.6,4.7,63
4.7,4.8,70
4.8,4.9,66
4.9,5.0,70
