# n_ref,937
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,45
0.2,0.3,258
0.3,0.4,386
0.4,0.5,529
0.5,0.6,761
0.6,0.7,826
0.7,0.8,936
0.8,0.9,1020
0.9,1.0,1130
1.0,1.1,1325
1.1,1.2,1460
1.2,1.3,1635
1.3,1.4,1719
1.4,1.5,1785
1.5,1.6,1933
1.6,1.7,1937
1.7,1.8,2026
1.8,1.9,2166
1.9,2.0,2259
2.0,2.1,2362
2.1,2.2,2435
2.2,2.3,2540
2.3,2.4,2610
2.4,2.5,2832
2.5,2.6,2951
2.6,2.7,3084
2.7,2.8,3101
2.8,2.9,3107
2.9,3.0,3263
3.0,3.1,3347
3.1,3.2,3518
3.2,3.3,3603
3.3,3.4,3679
3.4,3.5,3659
3.5,3.6,3776
3.6,3.7,3974
3.7,3.8,3941
3.8,3.9,3923
3.9,4.0,4243
4.0,4.1,4180
4.1,4.2,4228
4.2,4.3,4332
4.3,4.4,4543
4.4,4.5,4512
4.5,4.6,4621
4.6,4.7,4688
4.7,4.8,4866
4.8,4.9,4846
4.9,5.0,5088
