# n_ref,784
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,35
0.2,0.3,123
0.3,0.4,243
0.4,0.5,304
0.5,0.6,403
0.6,0.7,501
0.7,0.8,630
0.8,0.9,716
0.9,1.0,715
1.0,1.1,811
1.1,1.2,842
1.2,1.3,973
1.3,1.4,1045
1.4,1.5,1136
1.5,1.6,1195
1.6,1.7,1240
1.7,1.8,1312
1.8,1.9,1397
1.9,2.0,1385
2.0,2.1,1450
2.1,2.2,1622
2.2,2.3,1581
2.3,2.4,1627
2.4,2.5,1748
2.5,2.6,1768
2.6,2.7,1756
2.7,2.8,1992
2.8,2.9,1961
2.9,3.0,2063
3.0,3.1,2064
3.1,3.2,2103
3.2,3.3,2201
3.3,3.4,2198
3.4,3.5,2306
3.5,3.6,2350
3.6,3.7,2396
3.7,3.8,2447
3.8,3.9,2498
3.9,4.0,2536
4.0,4.1,2625
4.1,4.2,2782
4.2,4.3,2728
4.3,4.4,2711
4.4,4.5,2897
4.5,4.6,2969
4.6,4.7,2976
4.7,4.8,3112
4.8,4.9,3169
4.9,5.0,3330
