# n_ref,751
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,18
0.2,0.3,88
0.3,0.4,153
0.4,0.5,219
0.5,0.6,336
0.6,0.7,371
0.7,0.8,382
0.8,0.9,433
0.9,1.0,532
1.0,1.1,598
1.1,1.2,712
1.2,1.3,815
1.3,1.4,815
1.4,1.5,818
1.5,1.6,868
1.6,1.7,944
1.7,1.8,1012
1.8,1.9,992
1.9,2.0,1102
2.0,2.1,1129
2.1,2.2,1175
2.2,2.3,1194
2.3,2.4,1261
2.4,2.5,1356
2.5,2.6,1406
2.6,2.7,1449
2.7,2.8,1477
2.8,2.9,1560
2.9,3.0,1541
3.0,3.1,1622
3.1,3.2,1606
3.2,3.3,1660
3.3,3.4,1681
3.4,3.5,1731
3.5,3.6,1817
3.6,3.7,1858
3.7,3.8,1946
3.8,3.9,1971
3.9,4.0,1990
4.0,4.1,2028
4.1,4.2,2038
4.2,4.3,2145
4.3,4.4,2207
4.4,4.5,2219
4.5,4.6,2309
4.6,4.7,2336
4.7,4.8,2287
4.8,4.9,2451
4.9,5.0,2398
