# n_ref,661
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,1
0.5,0.6,1
0.6,0.7,8
0.7,0.8,10
0.8,0.9,16
0.9,1.0,15
1.0,1.1,37
1.1,1.2,32
1.2,1.3,44
1.3,1.4,41
1.4,1.5,53
1.5,1.6,53
1.6,1.7,55
1.7,1.8,62
1.8,1.9,62
1.9,2.0,98
2.0,2.1,98
2.1,2.2,92
2.2,2.3,114
2.3,2.4,121
2.4,2.5,136
2.5,2.6,126
2.6,2.7,127
2.7,2.8,149
2.8,2.9,169
2.9,3.0,148
3.0,3.1,165
3.1,3.2,183
3.2,3.3,160
3.3,3.4,176
3.4,3.5,186
3.5,3.6,215
3.6,3.7,198
3.7,3.8,231
3.8,3.9,206
3.9,4.0,233
4.0,4.1,222
4.1,4.2,234
4.2,4.3,244
4.3,4.4,261
4.4,4.5,254
4.5,4.6,287
4.6,4.7,282
4.7,4.8,280
4.8,4.9,262
4.9,5.0,283
