# n_ref,729
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,6
0.6,0.7,5
0.7,0.8,11
0.8,0.9,16
0.9,1.0,26
1.0,1.1,27
1.1,1.2,35
1.2,1.3,49
1.3,1.4,35
1.4,1.5,44
1.5,1.6,63
1.6,1.7,61
1.7,1.8,61
1.8,1.9,78
1.9,2.0,67
2.0,2.1,76
2.1,2.2,99
2.2,2.3,107
2.3,2.4,80
2.4,2.5,125
2.5,2.6,115
2.6,2.7,127
2.7,2.8,134
2.8,2.9,155
2.9,3.0,154
3.0,3.1,141
3.1,3.2,164
3.2,3.3,172
3.3,3.4,166
3.4,3.5,178
3.5,3.6,195
3.6,3.7,182
3.7,3.8,198
3.8,3.9,206
3.9,4.0,215
4.0,4.1,219
4.1,4.2,199
4.2,4.3,218
4.3,4.4,220
4.4,4.5,238
4.5,4.6,212
4.6,4.7,248
4.7,4.8,278
4.8,4.9,284
4.9,5.0,239
