# n_ref,478
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,15
0.2,0.3,34
0.3,0.4,38
0.4,0.5,87
0.5,0.6,77
0.6,0.7,93
0.7,0.8,125
0.8,0.9,169
0.9,1.0,212
1.0,1.1,180
1.1,1.2,234
1.2,1.3,273
1.3,1.4,303
1.4,1.5,361
1.5,1.6,346
1.6,1.7,334
1.7,1.8,368
1.8,1.9,385
1.9,2.0,426
2.0,2.1,457
2.1,2.2,448
2.2,2.3,513
2.3,2.4,466
2.4,2.5,578
2.5,2.6,545
2.6,2.7,560
2.7,2.8,594
2.8,2.9,601
2.9,3.0,623
3.0,3.1,661
3.1,3.2,682
3.2,3.3,699
3.3,3.4,690
3.4,3.5,765
3.5,3.6,757
3.6,3.7,753
3.7,3.8,728
3.8,3.9,812
3.9,4.0,831
4.0,4.1,802
4.1,4.2,795
4.2,4.3,815
4.3,4.4,895
4.4,4.5,902
4.5,4.6,910
4.6,4.7,951
4.7,4.8,917
4.8,4.9,965
4.9,5.0,1054
