# n_ref,122
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,118
0.1,0.2,0
0.2,0.3,0
0.3,0.4,6
0.4,0.5,10
0.5,0.6,9
0.6,0.7,26
0.7,0.8,47
0.8,0.9,45
0.9,1.0,50
1.0,1.1,61
1.1,1.2,76
1.2,1.3,94
1.3,1.4,115
1.4,1.5,124
1.5,1.6,115
1.6,1.7,147
1.7,1.8,152
1.8,1.9,159
1.9,2.0,163
2.0,2.1,169
2.1,2.2,173
2.2,2.3,213
2.3,2.4,212
2.4,2.5,208
2.5,2.6,232
2.6,2.7,238
2.7,2.8,243
2.8,2.9,231
2.9,3.0,256
3.0,3.1,251
3.1,3.2,264
3.2,3.3,260
3.3,3.4,257
3.4,3.5,256
3.5,3.6,314
3.6,3.7,283
3.7,3.8,309
3.8,3.9,313
3.9,4.0,318
4.0,4.1,351
4.1,4.2,344
4.2,4.3,343
4.3,4.4,364
4.4,4.5,383
4.5,4.6,406
4.6,4.7,352
4.7,4.8,385
4.8,4.9,420
4.9,5.0,435
