# n_ref,251
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,4
0.5,0.6,7
0.6,0.7,15
0.7,0.8,13
0.8,0.9,21
0.9,1.0,29
1.0,1.1,40
1.1,1.2,38
1.2,1.3,39
1.3,1.4,62
1.4,1.5,51
1.5,1.6,66
1.6,1.7,69
1.7,1.8,75
1.8,1.9,69
1.9,2.0,81
2.0,2.1,88
2.1,2.2,100
2.2,2.3,100
2.3,2.4,107
2.4,2.5,103
2.5,2.6,100
2.6,2.7,127
2.7,2.8,139
2.8,2.9,120
2.9,3.0,126
3.0,3.1,130
3.1,3.2,127
3.2,3.3,137
3.3,3.4,138
3.4,3.5,155
3.5,3.6,163
3.6,3.7,156
3.7,3.8,161
3.8,3.9,157
3.9,4.0,164
4.0,4.1,190
4.1,4.2,162
4.2,4.3,199
4.3,4.4,171
4.4,4.5,185
4.5,4.6,180
4.6,4.7,208
4.7,4.8,218
4.8,4.9,220
4.9,5.0,191
