# n_ref,373
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,7
0.2,0.3,9
0.3,0.4,25
0.4,0.5,40
0.5,0.6,43
0.6,0.7,56
0.7,0.8,76
0.8,0.9,93
0.9,1.0,94
1.0,1.1,103
1.1,1.2,119
1.2,1.3,148
1.3,1.4,142
1.4,1.5,175
1.5,1.6,195
1.6,1.7,173
1.7,1.8,177
1.8,1.9,207
1.9,2.0,248
2.0,2.1,208
2.1,2.2,261
2.2,2.3,253
2.3,2.4,266
2.4,2.5,298
2.5,2.6,275
2.6,2.7,322
2.7,2.8,289
2.8,2.9,313
2.9,3.0,281
3.0,3.1,321
3.1,3.2,384
3.2,3.3,313
3.3,3.4,368
3.4,3.5,350
3.5,3.6,347
3.6,3.7,370
3.7,3.8,389
3.8,3.9,406
3.9,4.0,404
4.0,4.1,399
4.1,4.2,412
4.2,4.3,423
4.3,4.4,462
4.4,4.5,459
4.5,4.6,467
4.6,4.7,462
4.7,4.8,459
4.8,4.9,480
4.9,5.0,482
