# n_ref,360
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,353
0.1,0.2,0
0.2,0.3,3
0.3,0.4,11
0.4,0.5,34
0.5,0.6,22
0.6,0.7,28
0.7,0.8,31
0.8,0.9,42
0.9,1.0,63
1.0,1.1,72
1.1,1.2,71
1.2,1.3,83
1.3,1.4,106
1.4,1.5,107
1.5,1.6,101
1.6,1.7,104
1.7,1.8,134
1.8,1.9,148
1.9,2.0,128
2.0,2.1,166
2.1,2.2,151
2.2,2.3,154
2.3,2.4,175
2.4,2.5,164
2.5,2.6,195
2.6,2.7,166
2.7,2.8,221
2.8,2.9,205
2.9,3.0,213
3.0,3.1,242
3.1,3.2,245
3.2,3.3,228
3.3,3.4,228
3.4,3.5,246
3.5,3.6,276
3.6,3.7,266
3.7,3.8,299
3.8,3.9,274
3.9,4.0,313
4.0,4.1,302
4.1,4.2,287
4.2,4.3,290
4.3,4.4,307
4.4,4.5,323
4.5,4.6,340
4.6,4.7,330
4.7,4.8,349
4.8,4.9,339
4.9,5.0,365
