# n_ref,134
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,131
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,8
0.5,0.6,10
0.6,0.7,23
0.7,0.8,41
0.8,0.9,63
0.9,1.0,54
1.0,1.1,52
1.1,1.2,80
1.2,1.3,99
1.3,1.4,111
1.4,1.5,93
1.5,1.6,157
1.6,1.7,149
1.7,1.8,148
1.8,1.9,165
1.9,2.0,163
2.0,2.1,155
2.1,2.2,174
2.2,2.3,220
2.3,2.4,214
2.4,2.5,219
2.5,2.6,224
2.6,2.7,251
2.7,2.8,260
2.8,2.9,246
2.9,3.0,254
3.0,3.1,277
3.1,3.2,292
3.2,3.3,312
3.3,3.4,277
3.4,3.5,325
3.5,3.6,321
3.6,3.7,313
3.7,3.8,365
3.8,3.9,340
3.9,4.0,334
4.0,4.1,339
4.1,4.2,354
4.2,4.3,380
4.3,4.4,366
4.4,4.5,407
4.5,4.6,383
4.6,4.7,403
4.7,4.8,388
4.8,4.9,400
4.9,5.0,401
