# n_ref,245
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,237
0.1,0.2,2
0.2,0.3,3
0.3,0.4,10
0.4,0.5,9
0.5,0.6,20
0.6,0.7,29
0.7,0.8,45
0.8,0.9,48
0.9,1.0,44
1.0,1.1,57
1.1,1.2,75
1.2,1.3,83
1.3,1.4,77
1.4,1.5,92
1.5,1.6,105
1.6,1.7,103
1.7,1.8,92
1.8,1.9,120
1.9,2.0,156
2.0,2.1,117
2.1,2.2,164
2.2,2.3,149
2.3,2.4,160
2.4,2.5,194
2.5,2.6,166
2.6,2.7,183
2.7,2.8,164
2.8,2.9,186
2.9,3.0,168
3.0,3.1,177
3.1,3.2,243
3.2,3.3,169
3.3,3.4,237
3.4,3.5,228
3.5,3.6,204
3.6,3.7,234
3.7,3.8,263
3.8,3.9,268
3.9,4.0,248
4.0,4.1,258
4.1,4.2,264
4.2,4.3,263
4.3,4.4,270
4.4,4.5,284
4.5,4.6,307
4.6,4.7,271
4.7,4.8,275
4.8,4.9,316
4.9,5.0,308
