# n_ref,995
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,60
0.2,0.3,269
0.3,0.4,426
0.4,0.5,558
0.5,0.6,697
0.6,0.7,743
0.7,0.8,936
0.8,0.9,1047
0.9,1.0,1185
1.0,1.1,1234
1.1,1.2,1225
1.2,1.3,1403
1.3,1.4,1560
1.4,1.5,1657
1.5,1.6,1687
1.6,1.7,1771
1.7,1.8,1905
1.8,1.9,1967
1.9,2.0,1960
2.0,2.1,2127
2.1,2.2,2123
2.2,2.3,2254
2.3,2.4,2333
2.4,2.5,2447
2.5,2.6,2496
2.6,2.7,2699
2.7,2.8,2681
2.8,2.9,2787
2.9,3.0,2821
3.0,3.1,2826
3.1,3.2,3090
3.2,3.3,3118
3.3,3.4,3176
3.4,3.5,3240
3.5,3.6,3327
3.6,3.7,3334
3.7,3.8,3476
3.8,3.9,3513
3.9,4.0,3617
4.0,4.1,3620
4.1,4.2,3768
4.2,4.3,3872
4.3,4.4,3856
4.4,4.5,4060
4.5,4.6,4212
4.6,4.7,4175
4.7,4.8,4374
4.8,4.9,4289
4.9,5.0,4481
