# n_ref,497
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,15
0.2,0.3,25
0.3,0.4,42
0.4,0.5,52
0.5,0.6,72
0.6,0.7,91
0.7,0.8,95
0.8,0.9,124
0.9,1.0,156
1.0,1.1,168
1.1,1.2,216
1.2,1.3,233
1.3,1.4,269
1.4,1.5,301
1.5,1.6,341
1.6,1.7,380
1.7,1.8,404
1.8,1.9,476
1.9,2.0,448
2.0,2.1,498
2.1,2.2,479
2.2,2.3,507
2.3,2.4,549
2.4,2.5,576
2.5,2.6,601
2.6,2.7,613
2.7,2.8,688
2.8,2.9,692
2.9,3.0,755
3.0,3.1,774
3.1,3.2,709
3.2,3.3,766
3.3,3.4,751
3.4,3.5,786
3.5,3.6,823
3.6,3.7,785
3.7,3.8,792
3.8,3.9,876
3.9,4.0,911
4.0,4.1,871
4.1,4.2,891
4.2,4.3,933
4.3,4.4,979
4.4,4.5,939
4.5,4.6,968
4.6,4.7,1007
4.7,4.8,1004
4.8,4.9,1061
4.9,5.0,1074
