# n_ref,424
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,9
0.5,0.6,22
0.6,0.7,22
0.7,0.8,36
0.8,0.9,46
0.9,1.0,47
1.0,1.1,74
1.1,1.2,76
1.2,1.3,81
1.3,1.4,82
1.4,1.5,91
1.5,1.6,116
1.6,1.7,125
1.7,1.8,145
1.8,1.9,120
1.9,2.0,139
2.0,2.1,173
2.1,2.2,163
2.2,2.3,181
2.3,2.4,184
2.4,2.5,204
2.5,2.6,202
2.6,2.7,183
2.7,2.8,210
2.8,2.9,222
2.9,3.0,227
3.0,3.1,253
3.1,3.2,271
3.2,3.3,310
3.3,3.4,278
3.4,3.5,318
3.5,3.6,323
3.6,3.7,315
3.7,3.8,325
3.8,3.9,313
3.9,4.0,331
4.0,4.1,331
4.1,4.2,320
4.2,4.3,368
4.3,4.4,420
4.4,4.5,356
4.5,4.6,372
4.6,4.7,427
4.7,4.8,372
4.8,4.9,419
4.9,5.0,440
