# n_ref,108
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,101
0.1,0.2,0
0.2,0.3,0
0.3,0.4,13
0.4,0.5,15
0.5,0.6,17
0.6,0.7,43
0.7,0.8,62
0.8,0.9,75
0.9,1.0,75
1.0,1.1,88
1.1,1.2,100
1.2,1.3,142
1.3,1.4,121
1.4,1.5,139
1.5,1.6,176
1.6,1.7,181
1.7,1.8,225
1.8,1.9,210
1.9,2.0,222
2.0,2.1,227
2.1,2.2,248
2.2,2.3,267
2.3,2.4,281
2.4,2.5,289
2.5,2.6,293
2.6,2.7,314
2.7,2.8,322
2.8,2.9,344
2.9,3.0,343
3.0,3.1,328
3.1,3.2,360
3.2,3.3,348
3.3,3.4,403
3.4,3.5,388
3.5,3.6,383
3.6,3.7,433
3.7,3.8,398
3.8,3.9,433
3.9,4.0,462
4.0,4.1,441
4.1,4.2,466
4.2,4.3,472
4.3,4.4,467
4.4,4.5,511
4.5,4.6,527
4.6,4.7,558
4.7,4.8,534
4.8,4.9,586
4.9,5.0,541
