# n_ref,936
n,within_1arcsec,within_3arcsec,within_5arcsec
0,856,240,64
1,55,211,43
2,4,192,35
3,7,108,62
4,5,72,101
5,6,25,126
6,2,11,98
7,0,7,91
8,1,3,83
9,0,3,52
10,0,0,43
11,0,4,19
12,0,2,19
13,0,1,9
14,0,2,7
15,0,1,2
16,0,1,4
17,0,5,1
18,0,2,1
19,0,0,2
20,0,1,1
21,0,0,0
22,0,2,2
23,0,2,0
24,0,1,0
25,0,1,0
26,0,3,2
27,0,0,0
28,0,2,1
29,0,2,0
30,0,32,68
