# n_ref,554
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,10
0.2,0.3,17
0.3,0.4,32
0.4,0.5,92
0.5,0.6,65
0.6,0.7,85
0.7,0.8,80
0.8,0.9,131
0.9,1.0,168
1.0,1.1,183
1.1,1.2,155
1.2,1.3,178
1.3,1.4,181
1.4,1.5,238
1.5,1.6,218
1.6,1.7,261
1.7,1.8,259
1.8,1.9,276
1.9,2.0,292
2.0,2.1,275
2.1,2.2,313
2.2,2.3,341
2.3,2.4,341
2.4,2.5,363
2.5,2.6,354
2.6,2.7,356
2.7,2.8,385
2.8,2.9,382
2.9,3.0,393
3.0,3.1,438
3.1,3.2,447
3.2,3.3,414
3.3,3.4,415
3.4,3.5,465
3.5,3.6,448
3.6,3.7,457
3.7,3.8,500
3.8,3.9,483
3.9,4.0,499
4.0,4.1,500
4.1,4.2,543
4.2,4.3,524
4.3,4.4,543
4.4,4.5,585
4.5,4.6,600
4.6,4.7,536
4.7,4.8,624
4.8,4.9,607
4.9,5.0,610
