# n_ref,497
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,1
0.6,0.7,7
0.7,0.8,14
0.8,0.9,18
0.9,1.0,22
1.0,1.1,27
1.1,1.2,52
1.2,1.3,43
1.3,1.4,56
1.4,1.5,59
1.5,1.6,66
1.6,1.7,56
1.7,1.8,67
1.8,1.9,76
1.9,2.0,125
2.0,2.1,116
2.1,2.2,129
2.2,2.3,92
2.3,2.4,119
2.4,2.5,129
2.5,2.6,134
2.6,2.7,150
2.7,2.8,153
2.8,2.9,160
2.9,3.0,164
3.0,3.1,183
3.1,3.2,173
3.2,3.3,196
3.3,3.4,199
3.4,3.5,195
3.5,3.6,213
3.6,3.7,223
3.7,3.8,245
3.8,3.9,200
3.9,4.0,270
4.0,4.1,250
4.1,4.2,259
4.2,4.3,274
4.3,4.4,294
4.4,4.5,286
4.5,4.6,273
4.6,4.7,256
4.7,4.8,279
4.8,4.9,343
4.9,5.0,332
