# n_ref,288
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,1
0.6,0.7,0
0.7,0.8,9
0.8,0.9,4
0.9,1.0,9
1.0,1.1,14
1.1,1.2,15
1.2,1.3,19
1.3,1.4,13
1.4,1.5,27
1.5,1.6,20
1.6,1.7,21
1.7,1.8,17
1.8,1.9,37
1.9,2.0,36
2.0,2.1,27
2.1,2.2,40
2.2,2.3,54
2.3,2.4,38
2.4,2.5,57
2.5,2.6,39
2.6,2.7,65
2.7,2.8,54
2.8,2.9,62
2.9,3.0,61
3.0,3.1,70
3.1,3.2,67
3.2,3.3,71
3.3,3.4,74
3.4,3.5,79
3.5,3.6,84
3.6,3.7,83
3.7,3.8,80
3.8,3.9,89
3.9,4.0,86
4.0,4.1,85
4.1,4.2,97
4.2,4.3,99
4.3,4.4,103
4.4,4.5,105
4.5,4.6,113
4.6,4.7,112
4.7,4.8,96
4.8,4.9,122
4.9,5.0,108
