# n_ref,100
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,1
0.7,0.8,3
0.8,0.9,2
0.9,1.0,1
1.0,1.1,3
1.1,1.2,12
1.2,1.3,6
1.3,1.4,5
1.4,1.5,13
1.5,1.6,9
1.6,1.7,11
1.7,1.8,8
1.8,1.9,15
1.9,2.0,16
2.0,2.1,16
2.1,2.2,18
2.2,2.3,13
2.3,2.4,18
2.4,2.5,12
2.5,2.6,27
2.6,2.7,34
2.7,2.8,28
2.8,2.9,18
2.9,3.0,34
3.0,3.1,30
3.1,3.2,29
3.2,3.3,38
3.3,3.4,32
3.4,3.5,26
3.5,3.6,25
3.6,3.7,33
3.7,3.8,23
3.8,3.9,45
3.9,4.0,38
4.0,4.1,39
4.1,4.2,42
4.2,4.3,37
4.3,4.4,40
4.4,4.5,47
4.5,4.6,47
4.6,4.7,48
4.7,4.8,36
4.8,4.9,45
4.9,5.0,53
