# n_ref,926
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,26
0.2,0.3,169
0.3,0.4,289
0.4,0.5,360
0.5,0.6,544
0.6,0.7,593
0.7,0.8,647
0.8,0.9,733
0.9,1.0,860
1.0,1.1,901
1.1,1.2,1035
1.2,1.3,1182
1.3,1.4,1216
1.4,1.5,1262
1.5,1.6,1392
1.6,1.7,1272
1.7,1.8,1476
1.8,1.9,1511
1.9,2.0,1603
2.0,2.1,1612
2.1,2.2,1664
2.2,2.3,1822
2.3,2.4,1852
2.4,2.5,1943
2.5,2.6,2021
2.6,2.7,2099
2.7,2.8,2114
2.8,2.9,2177
2.9,3.0,2263
3.0,3.1,2275
3.1,3.2,2472
3.2,3.3,2409
3.3,3.4,2541
3.4,3.5,2544
3.5,3.6,2614
3.6,3.7,2702
3.7,3.8,2808
3.8,3.9,2771
3.9,4.0,2960
4.0,4.1,2874
4.1,4.2,2946
4.2,4.3,3004
4.3,4.4,3053
4.4,4.5,3124
4.5,4.6,3233
4.6,4.7,3145
4.7,4.8,3332
4.8,4.9,3351
4.9,5.0,3421
