# n_ref,361
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,11
0.3,0.4,31
0.4,0.5,37
0.5,0.6,44
0.6,0.7,50
0.7,0.8,71
0.8,0.9,78
0.9,1.0,93
1.0,1.1,117
1.1,1.2,135
1.2,1.3,143
1.3,1.4,164
1.4,1.5,154
1.5,1.6,173
1.6,1.7,166
1.7,1.8,223
1.8,1.9,211
1.9,2.0,245
2.0,2.1,243
2.1,2.2,245
2.2,2.3,267
2.3,2.4,299
2.4,2.5,270
2.5,2.6,297
2.6,2.7,308
2.7,2.8,285
2.8,2.9,329
2.9,3.0,356
3.0,3.1,341
3.1,3.2,337
3.2,3.3,315
3.3,3.4,351
3.4,3.5,365
3.5,3.6,376
3.6,3.7,354
3.7,3.8,381
3.8,3.9,400
3.9,4.0,398
4.0,4.1,397
4.1,4.2,439
4.2,4.3,444
4.3,4.4,412
4.4,4.5,422
4.5,4.6,432
4.6,4.7,432
4.7,4.8,468
4.8,4.9,469
4.9,5.0,447
