# n_ref,107
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,6
0.5,0.6,10
0.6,0.7,16
0.7,0.8,21
0.8,0.9,15
0.9,1.0,25
1.0,1.1,28
1.1,1.2,26
1.2,1.3,25
1.3,1.4,43
1.4,1.5,55
1.5,1.6,31
1.6,1.7,49
1.7,1.8,46
1.8,1.9,47
1.9,2.0,51
2.0,2.1,67
2.1,2.2,51
2.2,2.3,74
2.3,2.4,74
2.4,2.5,69
2.5,2.6,75
2.6,2.7,73
2.7,2.8,74
2.8,2.9,82
2.9,3.0,94
3.0,3.1,103
3.1,3.2,97
3.2,3.3,88
3.3,3.4,89
3.4,3.5,93
3.5,3.6,113
3.6,3.7,104
3.7,3.8,77
3.8,3.9,98
3.9,4.0,109
4.0,4.1,106
4.1,4.2,121
4.2,4.3,119
4.3,4.4,104
4.4,4.5,119
4.5,4.6,116
4.6,4.7,111
4.7,4.8,126
4.8,4.9,116
4.9,5.0,123
