# n_ref,393
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,6
0.2,0.3,16
0.3,0.4,43
0.4,0.5,36
0.5,0.6,55
0.6,0.7,76
0.7,0.8,144
0.8,0.9,110
0.9,1.0,121
1.0,1.1,142
1.1,1.2,150
1.2,1.3,192
1.3,1.4,183
1.4,1.5,213
1.5,1.6,210
1.6,1.7,236
1.7,1.8,235
1.8,1.9,249
1.9,2.0,241
2.0,2.1,291
2.1,2.2,314
2.2,2.3,318
2.3,2.4,337
2.4,2.5,292
2.5,2.6,362
2.6,2.7,339
2.7,2.8,364
2.8,2.9,355
2.9,3.0,377
3.0,3.1,418
3.1,3.2,388
3.2,3.3,389
3.3,3.4,421
3.4,3.5,466
3.5,3.6,434
3.6,3.7,430
3.7,3.8,497
3.8,3.9,444
3.9,4.0,489
4.0,4.1,475
4.1,4.2,466
4.2,4.3,471
4.3,4.4,502
4.4,4.5,490
4.5,4.6,523
4.6,4.7,557
4.7,4.8,521
4.8,4.9,582
4.9,5.0,555
