# n_ref,335
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,321
0.1,0.2,0
0.2,0.3,4
0.3,0.4,13
0.4,0.5,39
0.5,0.6,23
0.6,0.7,40
0.7,0.8,42
0.8,0.9,56
0.9,1.0,73
1.0,1.1,78
1.1,1.2,69
1.2,1.3,80
1.3,1.4,103
1.4,1.5,110
1.5,1.6,122
1.6,1.7,124
1.7,1.8,143
1.8,1.9,141
1.9,2.0,164
2.0,2.1,171
2.1,2.2,162
2.2,2.3,159
2.3,2.4,166
2.4,2.5,184
2.5,2.6,169
2.6,2.7,195
2.7,2.8,187
2.8,2.9,201
2.9,3.0,199
3.0,3.1,240
3.1,3.2,219
3.2,3.3,248
3.3,3.4,243
3.4,3.5,260
3.5,3.6,262
3.6,3.7,268
3.7,3.8,275
3.8,3.9,288
3.9,4.0,332
4.0,4.1,271
4.1,4.2,300
4.2,4.3,312
4.3,4.4,305
4.4,4.5,356
4.5,4.6,352
4.6,4.7,317
4.7,4.8,375
4.8,4.9,381
4.9,5.0,378
