# n_ref,322
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,316
0.1,0.2,0
0.2,0.3,2
0.3,0.4,12
0.4,0.5,20
0.5,0.6,14
0.6,0.7,36
0.7,0.8,42
0.8,0.9,41
0.9,1.0,79
1.0,1.1,61
1.1,1.2,84
1.2,1.3,70
1.3,1.4,88
1.4,1.5,101
1.5,1.6,107
1.6,1.7,121
1.7,1.8,112
1.8,1.9,150
1.9,2.0,136
2.0,2.1,135
2.1,2.2,163
2.2,2.3,154
2.3,2.4,153
2.4,2.5,178
2.5,2.6,169
2.6,2.7,166
2.7,2.8,175
2.8,2.9,179
2.9,3.0,159
3.0,3.1,183
3.1,3.2,203
3.2,3.3,207
3.3,3.4,205
3.4,3.5,200
3.5,3.6,246
3.6,3.7,168
3.7,3.8,253
3.8,3.9,253
3.9,4.0,241
4.0,4.1,261
4.1,4.2,233
4.2,4.3,260
4.3,4.4,275
4.4,4.5,277
4.5,4.6,283
4.6,4.7,263
4.7,4.8,281
4.8,4.9,327
4.9,5.0,298
