# n_ref,57
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,3
0.5,0.6,2
0.6,0.7,2
0.7,0.8,0
0.8,0.9,2
0.9,1.0,0
1.0,1.1,3
1.1,1.2,4
1.2,1.3,0
1.3,1.4,4
1.4,1.5,2
1.5,1.6,2
1.6,1.7,5
1.7,1.8,1
1.8,1.9,7
1.9,2.0,6
2.0,2.1,4
2.1,2.2,8
2.2,2.3,10
2.3,2.4,6
2.4,2.5,3
2.5,2.6,1
2.6,2.7,6
2.7,2.8,8
2.8,2.9,5
2.9,3.0,11
3.0,3.1,12
3.1,3.2,15
3.2,3.3,8
3.3,3.4,6
3.4,3.5,9
3.5,3.6,9
3.6,3.7,12
3.7,3.8,10
3.8,3.9,14
3.9,4.0,9
4.0,4.1,7
4.1,4.2,16
4.2,4.3,11
4.3,4.4,11
4.4,4.5,14
4.5,4.6,12
4.6,4.7,6
4.7,4.8,6
4.8,4.9,20
4.9,5.0,12
