# n_ref,226
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,215
0.1,0.2,1
0.2,0.3,5
0.3,0.4,9
0.4,0.5,8
0.5,0.6,11
0.6,0.7,10
0.7,0.8,36
0.8,0.9,23
0.9,1.0,48
1.0,1.1,56
1.1,1.2,52
1.2,1.3,64
1.3,1.4,67
1.4,1.5,86
1.5,1.6,87
1.6,1.7,101
1.7,1.8,117
1.8,1.9,101
1.9,2.0,109
2.0,2.1,96
2.1,2.2,118
2.2,2.3,148
2.3,2.4,143
2.4,2.5,141
2.5,2.6,163
2.6,2.7,169
2.7,2.8,174
2.8,2.9,162
2.9,3.0,175
3.0,3.1,176
3.1,3.2,162
3.2,3.3,173
3.3,3.4,201
3.4,3.5,207
3.5,3.6,188
3.6,3.7,246
3.7,3.8,203
3.8,3.9,215
3.9,4.0,234
4.0,4.1,241
4.1,4.2,226
4.2,4.3,228
4.3,4.4,277
4.4,4.5,254
4.5,4.6,243
4.6,4.7,249
4.7,4.8,264
4.8,4.9,232
4.9,5.0,297
