# n_ref,259
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,255
0.1,0.2,2
0.2,0.3,1
0.3,0.4,6
0.4,0.5,16
0.5,0.6,28
0.6,0.7,26
0.7,0.8,48
0.8,0.9,46
0.9,1.0,40
1.0,1.1,74
1.1,1.2,98
1.2,1.3,82
1.3,1.4,78
1.4,1.5,112
1.5,1.6,110
1.6,1.7,107
1.7,1.8,130
1.8,1.9,131
1.9,2.0,141
2.0,2.1,151
2.1,2.2,165
2.2,2.3,181
2.3,2.4,180
2.4,2.5,189
2.5,2.6,223
2.6,2.7,199
2.7,2.8,208
2.8,2.9,209
2.9,3.0,182
3.0,3.1,240
3.1,3.2,246
3.2,3.3,255
3.3,3.4,239
3.4,3.5,291
3.5,3.6,256
3.6,3.7,234
3.7,3.8,268
3.8,3.9,271
3.9,4.0,277
4.0,4.1,304
4.1,4.2,305
4.2,4.3,330
4.3,4.4,311
4.4,4.5,288
4.5,4.6,356
4.6,4.7,324
4.7,4.8,324
4.8,4.9,365
4.9,5.0,355
