# n_ref,928
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,9
0.5,0.6,17
0.6,0.7,22
0.7,0.8,28
0.8,0.9,52
0.9,1.0,61
1.0,1.1,75
1.1,1.2,93
1.2,1.3,91
1.3,1.4,103
1.4,1.5,124
1.5,1.6,139
1.6,1.7,156
1.7,1.8,144
1.8,1.9,152
1.9,2.0,181
2.0,2.1,200
2.1,2.2,193
2.2,2.3,245
2.3,2.4,238
2.4,2.5,241
2.5,2.6,258
2.6,2.7,267
2.7,2.8,287
2.8,2.9,305
2.9,3.0,329
3.0,3.1,353
3.1,3.2,347
3.2,3.3,333
3.3,3.4,384
3.4,3.5,352
3.5,3.6,392
3.6,3.7,422
3.7,3.8,382
3.8,3.9,432
3.9,4.0,436
4.0,4.1,466
4.1,4.2,482
4.2,4.3,491
4.3,4.4,447
4.4,4.5,448
4.5,4.6,483
4.6,4.7,521
4.7,4.8,514
4.8,4.9,521
4.9,5.0,586
