# n_ref,228
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,224
0.1,0.2,0
0.2,0.3,1
0.3,0.4,3
0.4,0.5,3
0.5,0.6,29
0.6,0.7,18
0.7,0.8,29
0.8,0.9,33
0.9,1.0,58
1.0,1.1,79
1.1,1.2,143
1.2,1.3,239
1.3,1.4,181
1.4,1.5,205
1.5,1.6,196
1.6,1.7,194
1.7,1.8,210
1.8,1.9,233
1.9,2.0,261
2.0,2.1,273
2.1,2.2,287
2.2,2.3,312
2.3,2.4,335
2.4,2.5,342
2.5,2.6,360
2.6,2.7,374
2.7,2.8,402
2.8,2.9,417
2.9,3.0,380
3.0,3.1,396
3.1,3.2,405
3.2,3.3,383
3.3,3.4,446
3.4,3.5,442
3.5,3.6,473
3.6,3.7,497
3.7,3.8,474
3.8,3.9,472
3.9,4.0,516
4.0,4.1,516
4.1,4.2,545
4.2,4.3,529
4.3,4.4,577
4.4,4.5,581
4.5,4.6,554
4.6,4.7,581
4.7,4.8,602
4.8,4.9,589
4.9,5.0,600
