# n_ref,880
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,5
0.4,0.5,14
0.5,0.6,31
0.6,0.7,47
0.7,0.8,51
0.8,0.9,72
0.9,1.0,74
1.0,1.1,93
1.1,1.2,114
1.2,1.3,137
1.3,1.4,145
1.4,1.5,160
1.5,1.6,157
1.6,1.7,184
1.7,1.8,210
1.8,1.9,208
1.9,2.0,217
2.0,2.1,263
2.1,2.2,256
2.2,2.3,317
2.3,2.4,276
2.4,2.5,295
2.5,2.6,339
2.6,2.7,355
2.7,2.8,357
2.8,2.9,364
2.9,3.0,416
3.0,3.1,409
3.1,3.2,418
3.2,3.3,427
3.3,3.4,484
3.4,3.5,493
3.5,3.6,478
3.6,3.7,540
3.7,3.8,518
3.8,3.9,551
3.9,4.0,598
4.0,4.1,563
4.1,4.2,590
4.2,4.3,633
4.3,4.4,641
4.4,4.5,644
4.5,4.6,639
4.6,4.7,651
4.7,4.8,691
4.8,4.9,667
4.9,5.0,730
