# n_ref,978
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,51
0.2,0.3,265
0.3,0.4,403
0.4,0.5,524
0.5,0.6,660
0.6,0.7,741
0.7,0.8,898
0.8,0.9,1019
0.9,1.0,1038
1.0,1.1,1159
1.1,1.2,1250
1.2,1.3,1382
1.3,1.4,1494
1.4,1.5,1575
1.5,1.6,1656
1.6,1.7,1701
1.7,1.8,1779
1.8,1.9,1818
1.9,2.0,1888
2.0,2.1,2005
2.1,2.2,1972
2.2,2.3,2107
2.3,2.4,2185
2.4,2.5,2320
2.5,2.6,2327
2.6,2.7,2601
2.7,2.8,2526
2.8,2.9,2617
2.9,3.0,2659
3.0,3.1,2715
3.1,3.2,2886
3.2,3.3,2896
3.3,3.4,2943
3.4,3.5,2991
3.5,3.6,3209
3.6,3.7,3122
3.7,3.8,3337
3.8,3.9,3467
3.9,4.0,3455
4.0,4.1,3403
4.1,4.2,3662
4.2,4.3,3569
4.3,4.4,3621
4.4,4.5,3838
4.5,4.6,3952
4.6,4.7,4008
4.7,4.8,3936
4.8,4.9,4155
4.9,5.0,4198
