# n_ref,545
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,2
0.6,0.7,6
0.7,0.8,7
0.8,0.9,10
0.9,1.0,13
1.0,1.1,23
1.1,1.2,26
1.2,1.3,28
1.3,1.4,43
1.4,1.5,42
1.5,1.6,40
1.6,1.7,61
1.7,1.8,53
1.8,1.9,73
1.9,2.0,70
2.0,2.1,65
2.1,2.2,87
2.2,2.3,104
2.3,2.4,97
2.4,2.5,105
2.5,2.6,102
2.6,2.7,112
2.7,2.8,114
2.8,2.9,132
2.9,3.0,126
3.0,3.1,148
3.1,3.2,130
3.2,3.3,159
3.3,3.4,137
3.4,3.5,143
3.5,3.6,168
3.6,3.7,193
3.7,3.8,172
3.8,3.9,204
3.9,4.0,181
4.0,4.1,208
4.1,4.2,196
4.2,4.3,204
4.3,4.4,186
4.4,4.5,223
4.5,4.6,237
4.6,4.7,194
4.7,4.8,236
4.8,4.9,226
4.9,5.0,242
