# n_ref,307
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,11
0.3,0.4,13
0.4,0.5,32
0.5,0.6,37
0.6,0.7,48
0.7,0.8,69
0.8,0.9,63
0.9,1.0,81
1.0,1.1,80
1.1,1.2,110
1.2,1.3,115
1.3,1.4,138
1.4,1.5,113
1.5,1.6,153
1.6,1.7,160
1.7,1.8,164
1.8,1.9,144
1.9,2.0,184
2.0,2.1,197
2.1,2.2,198
2.2,2.3,234
2.3,2.4,231
2.4,2.5,242
2.5,2.6,245
2.6,2.7,253
2.7,2.8,282
2.8,2.9,266
2.9,3.0,292
3.0,3.1,290
3.1,3.2,290
3.2,3.3,284
3.3,3.4,310
3.4,3.5,293
3.5,3.6,328
3.6,3.7,317
3.7,3.8,336
3.8,3.9,366
3.9,4.0,356
4.0,4.1,365
4.1,4.2,363
4.2,4.3,374
4.3,4.4,356
4.4,4.5,425
4.5,4.6,390
4.6,4.7,395
4.7,4.8,417
4.8,4.9,434
4.9,5.0,423
