# n_ref,238
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,228
0.1,0.2,0
0.2,0.3,4
0.3,0.4,4
0.4,0.5,7
0.5,0.6,39
0.6,0.7,28
0.7,0.8,34
0.8,0.9,40
0.9,1.0,54
1.0,1.1,87
1.1,1.2,147
1.2,1.3,209
1.3,1.4,197
1.4,1.5,210
1.5,1.6,192
1.6,1.7,227
1.7,1.8,210
1.8,1.9,250
1.9,2.0,279
2.0,2.1,276
2.1,2.2,298
2.2,2.3,320
2.3,2.4,314
2.4,2.5,331
2.5,2.6,377
2.6,2.7,381
2.7,2.8,385
2.8,2.9,442
2.9,3.0,436
3.0,3.1,444
3.1,3.2,433
3.2,3.3,438
3.3,3.4,451
3.4,3.5,551
3.5,3.6,472
3.6,3.7,469
3.7,3.8,512
3.8,3.9,532
3.9,4.0,540
4.0,4.1,547
4.1,4.2,579
4.2,4.3,546
4.3,4.4,579
4.4,4.5,608
4.5,4.6,628
4.6,4.7,628
4.7,4.8,599
4.8,4.9,723
4.9,5.0,649
