# n_ref,426
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,4
0.2,0.3,15
0.3,0.4,34
0.4,0.5,51
0.5,0.6,53
0.6,0.7,67
0.7,0.8,103
0.8,0.9,78
0.9,1.0,107
1.0,1.1,135
1.1,1.2,165
1.2,1.3,181
1.3,1.4,199
1.4,1.5,181
1.5,1.6,221
1.6,1.7,229
1.7,1.8,251
1.8,1.9,277
1.9,2.0,295
2.0,2.1,292
2.1,2.2,327
2.2,2.3,317
2.3,2.4,334
2.4,2.5,368
2.5,2.6,380
2.6,2.7,394
2.7,2.8,412
2.8,2.9,401
2.9,3.0,383
3.0,3.1,402
3.1,3.2,474
3.2,3.3,440
3.3,3.4,451
3.4,3.5,490
3.5,3.6,438
3.6,3.7,481
3.7,3.8,485
3.8,3.9,516
3.9,4.0,566
4.0,4.1,489
4.1,4.2,584
4.2,4.3,520
4.3,4.4,558
4.4,4.5,583
4.5,4.6,568
4.6,4.7,563
4.7,4.8,605
4.8,4.9,640
4.9,5.0,603
