# n_ref,343
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,9
0.2,0.3,28
0.3,0.4,49
0.4,0.5,64
0.5,0.6,81
0.6,0.7,89
0.7,0.8,133
0.8,0.9,123
0.9,1.0,167
1.0,1.1,196
1.1,1.2,226
1.2,1.3,239
1.3,1.4,253
1.4,1.5,274
1.5,1.6,283
1.6,1.7,309
1.7,1.8,333
1.8,1.9,357
1.9,2.0,352
2.0,2.1,378
2.1,2.2,403
2.2,2.3,448
2.3,2.4,507
2.4,2.5,470
2.5,2.6,506
2.6,2.7,490
2.7,2.8,514
2.8,2.9,545
2.9,3.0,529
3.0,3.1,537
3.1,3.2,582
3.2,3.3,591
3.3,3.4,597
3.4,3.5,656
3.5,3.6,582
3.6,3.7,608
3.7,3.8,658
3.8,3.9,643
3.9,4.0,672
4.0,4.1,689
4.1,4.2,765
4.2,4.3,755
4.3,4.4,765
4.4,4.5,791
4.5,4.6,828
4.6,4.7,830
4.7,4.8,836
4.8,4.9,839
4.9,5.0,925
