# n_ref,891
n,within_1arcsec,within_3arcsec,within_5arcsec
0,270,6,0
1,101,11,0
2,62,17,1
3,72,28,1
4,55,20,1
5,40,26,1
6,35,29,2
7,43,13,5
8,33,28,4
9,32,11,12
10,26,13,7
11,24,12,9
12,21,15,14
13,24,9,13
14,17,8,19
15,15,6,16
16,4,5,11
17,8,16,5
18,4,8,6
19,2,6,19
20,2,10,9
21,0,6,4
22,0,10,12
23,0,13,6
24,0,14,6
25,1,8,4
26,0,12,6
27,0,17,3
28,0,5,1
29,0,18,1
30,0,491,693
