# n_ref,353
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,13
0.2,0.3,55
0.3,0.4,74
0.4,0.5,69
0.5,0.6,104
0.6,0.7,129
0.7,0.8,154
0.8,0.9,142
0.9,1.0,177
1.0,1.1,179
1.1,1.2,226
1.2,1.3,248
1.3,1.4,267
1.4,1.5,311
1.5,1.6,314
1.6,1.7,369
1.7,1.8,384
1.8,1.9,412
1.9,2.0,408
2.0,2.1,445
2.1,2.2,475
2.2,2.3,491
2.3,2.4,509
2.4,2.5,531
2.5,2.6,523
2.6,2.7,581
2.7,2.8,543
2.8,2.9,615
2.9,3.0,554
3.0,3.1,650
3.1,3.2,621
3.2,3.3,676
3.3,3.4,652
3.4,3.5,674
3.5,3.6,719
3.6,3.7,670
3.7,3.8,718
3.8,3.9,761
3.9,4.0,772
4.0,4.1,778
4.1,4.2,818
4.2,4.3,788
4.3,4.4,828
4.4,4.5,834
4.5,4.6,864
4.6,4.7,891
4.7,4.8,854
4.8,4.9,902
4.9,5.0,901
