# n_ref,186
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,185
0.1,0.2,1
0.2,0.3,0
0.3,0.4,7
0.4,0.5,4
0.5,0.6,15
0.6,0.7,10
0.7,0.8,30
0.8,0.9,19
0.9,1.0,28
1.0,1.1,35
1.1,1.2,58
1.2,1.3,54
1.3,1.4,64
1.4,1.5,57
1.5,1.6,81
1.6,1.7,89
1.7,1.8,80
1.8,1.9,82
1.9,2.0,103
2.0,2.1,98
2.1,2.2,112
2.2,2.3,134
2.3,2.4,128
2.4,2.5,142
2.5,2.6,127
2.6,2.7,135
2.7,2.8,166
2.8,2.9,143
2.9,3.0,165
3.0,3.1,154
3.1,3.2,171
3.2,3.3,155
3.3,3.4,169
3.4,3.5,156
3.5,3.6,191
3.6,3.7,181
3.7,3.8,183
3.8,3.9,219
3.9,4.0,219
4.0,4.1,215
4.1,4.2,214
4.2,4.3,231
4.3,4.4,201
4.4,4.5,241
4.5,4.6,222
4.6,4.7,228
4.7,4.8,264
4.8,4.9,240
4.9,5.0,243
