# n_ref,684
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,12
0.5,0.6,19
0.6,0.7,27
0.7,0.8,51
0.8,0.9,55
0.9,1.0,66
1.0,1.1,72
1.1,1.2,70
1.2,1.3,95
1.3,1.4,101
1.4,1.5,137
1.5,1.6,125
1.6,1.7,158
1.7,1.8,154
1.8,1.9,179
1.9,2.0,178
2.0,2.1,213
2.1,2.2,217
2.2,2.3,244
2.3,2.4,257
2.4,2.5,233
2.5,2.6,255
2.6,2.7,285
2.7,2.8,303
2.8,2.9,310
2.9,3.0,326
3.0,3.1,342
3.1,3.2,322
3.2,3.3,352
3.3,3.4,375
3.4,3.5,382
3.5,3.6,369
3.6,3.7,403
3.7,3.8,402
3.8,3.9,409
3.9,4.0,389
4.0,4.1,461
4.1,4.2,467
4.2,4.3,459
4.3,4.4,439
4.4,4.5,480
4.5,4.6,539
4.6,4.7,518
4.7,4.8,517
4.8,4.9,492
4.9,5.0,533
