# n_ref,724
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,7
0.4,0.5,16
0.5,0.6,22
0.6,0.7,43
0.7,0.8,60
0.8,0.9,69
0.9,1.0,75
1.0,1.1,100
1.1,1.2,103
1.2,1.3,117
1.3,1.4,145
1.4,1.5,147
1.5,1.6,168
1.6,1.7,193
1.7,1.8,208
1.8,1.9,206
1.9,2.0,206
2.0,2.1,245
2.1,2.2,258
2.2,2.3,269
2.3,2.4,280
2.4,2.5,282
2.5,2.6,286
2.6,2.7,321
2.7,2.8,336
2.8,2.9,380
2.9,3.0,362
3.0,3.1,354
3.1,3.2,386
3.2,3.3,412
3.3,3.4,449
3.4,3.5,443
3.5,3.6,446
3.6,3.7,486
3.7,3.8,481
3.8,3.9,521
3.9,4.0,512
4.0,4.1,524
4.1,4.2,498
4.2,4.3,576
4.3,4.4,553
4.4,4.5,556
4.5,4.6,538
4.6,4.7,612
4.7,4.8,614
4.8,4.9,583
4.9,5.0,720
