# n_ref,58
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,0
0.7,0.8,1
0.8,0.9,0
0.9,1.0,0
1.0,1.1,1
1.1,1.2,3
1.2,1.3,2
1.3,1.4,0
1.4,1.5,5
1.5,1.6,5
1.6,1.7,1
1.7,1.8,3
1.8,1.9,4
1.9,2.0,5
2.0,2.1,5
2.1,2.2,2
2.2,2.3,10
2.3,2.4,7
2.4,2.5,8
2.5,2.6,10
2.6,2.7,7
2.7,2.8,6
2.8,2.9,8
2.9,3.0,8
3.0,3.1,19
3.1,3.2,7
3.2,3.3,12
3.3,3.4,13
3.4,3.5,12
3.5,3.6,15
3.6,3.7,6
3.7,3.8,15
3.8,3.9,18
3.9,4.0,11
4.0,4.1,13
4.1,4.2,16
4.2,4.3,20
4.3,4.4,17
4.4,4.5,27
4.5,4.6,16
4.6,4.7,27
4.7,4.8,13
4.8,4.9,34
4.9,5.0,15
