# n_ref,267
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,263
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,10
0.5,0.6,28
0.6,0.7,36
0.7,0.8,36
0.8,0.9,54
0.9,1.0,56
1.0,1.1,118
1.1,1.2,149
1.2,1.3,219
1.3,1.4,220
1.4,1.5,186
1.5,1.6,217
1.6,1.7,223
1.7,1.8,228
1.8,1.9,287
1.9,2.0,278
2.0,2.1,321
2.1,2.2,308
2.2,2.3,334
2.3,2.4,356
2.4,2.5,391
2.5,2.6,379
2.6,2.7,399
2.7,2.8,424
2.8,2.9,432
2.9,3.0,437
3.0,3.1,468
3.1,3.2,443
3.2,3.3,456
3.3,3.4,469
3.4,3.5,452
3.5,3.6,536
3.6,3.7,478
3.7,3.8,531
3.8,3.9,558
3.9,4.0,568
4.0,4.1,544
4.1,4.2,608
4.2,4.3,581
4.3,4.4,614
4.4,4.5,597
4.5,4.6,626
4.6,4.7,624
4.7,4.8,639
4.8,4.9,668
4.9,5.0,676
