# n_ref,349
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,339
0.1,0.2,0
0.2,0.3,4
0.3,0.4,5
0.4,0.5,44
0.5,0.6,31
0.6,0.7,31
0.7,0.8,38
0.8,0.9,48
0.9,1.0,68
1.0,1.1,81
1.1,1.2,71
1.2,1.3,93
1.3,1.4,98
1.4,1.5,118
1.5,1.6,123
1.6,1.7,100
1.7,1.8,114
1.8,1.9,120
1.9,2.0,130
2.0,2.1,138
2.1,2.2,161
2.2,2.3,176
2.3,2.4,156
2.4,2.5,166
2.5,2.6,180
2.6,2.7,174
2.7,2.8,189
2.8,2.9,165
2.9,3.0,194
3.0,3.1,202
3.1,3.2,227
3.2,3.3,257
3.3,3.4,228
3.4,3.5,245
3.5,3.6,241
3.6,3.7,268
3.7,3.8,281
3.8,3.9,243
3.9,4.0,269
4.0,4.1,288
4.1,4.2,294
4.2,4.3,287
4.3,4.4,317
4.4,4.5,327
4.5,4.6,312
4.6,4.7,339
4.7,4.8,347
4.8,4.9,343
4.9,5.0,326
