# n_ref,383
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,371
0.1,0.2,0
0.2,0.3,8
0.3,0.4,8
0.4,0.5,34
0.5,0.6,21
0.6,0.7,37
0.7,0.8,48
0.8,0.9,46
0.9,1.0,99
1.0,1.1,72
1.1,1.2,87
1.2,1.3,110
1.3,1.4,116
1.4,1.5,128
1.5,1.6,131
1.6,1.7,117
1.7,1.8,137
1.8,1.9,150
1.9,2.0,155
2.0,2.1,167
2.1,2.2,177
2.2,2.3,183
2.3,2.4,197
2.4,2.5,195
2.5,2.6,215
2.6,2.7,231
2.7,2.8,255
2.8,2.9,233
2.9,3.0,233
3.0,3.1,276
3.1,3.2,260
3.2,3.3,284
3.3,3.4,246
3.4,3.5,268
3.5,3.6,317
3.6,3.7,266
3.7,3.8,348
3.8,3.9,312
3.9,4.0,299
4.0,4.1,324
4.1,4.2,354
4.2,4.3,337
4.3,4.4,340
4.4,4.5,376
4.5,4.6,365
4.6,4.7,359
4.7,4.8,335
4.8,4.9,379
4.9,5.0,352
