# n_ref,217
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,212
0.1,0.2,0
0.2,0.3,4
0.3,0.4,2
0.4,0.5,5
0.5,0.6,36
0.6,0.7,36
0.7,0.8,41
0.8,0.9,54
0.9,1.0,85
1.0,1.1,107
1.1,1.2,176
1.2,1.3,243
1.3,1.4,220
1.4,1.5,244
1.5,1.6,214
1.6,1.7,218
1.7,1.8,275
1.8,1.9,274
1.9,2.0,297
2.0,2.1,326
2.1,2.2,357
2.2,2.3,352
2.3,2.4,395
2.4,2.5,410
2.5,2.6,408
2.6,2.7,446
2.7,2.8,435
2.8,2.9,458
2.9,3.0,440
3.0,3.1,455
3.1,3.2,538
3.2,3.3,561
3.3,3.4,560
3.4,3.5,543
3.5,3.6,581
3.6,3.7,605
3.7,3.8,589
3.8,3.9,568
3.9,4.0,648
4.0,4.1,654
4.1,4.2,630
4.2,4.3,632
4.3,4.4,714
4.4,4.5,756
4.5,4.6,704
4.6,4.7,705
4.7,4.8,761
4.8,4.9,763
4.9,5.0,845
