# n_ref,248
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,240
0.1,0.2,0
0.2,0.3,3
0.3,0.4,0
0.4,0.5,11
0.5,0.6,31
0.6,0.7,36
0.7,0.8,42
0.8,0.9,40
0.9,1.0,51
1.0,1.1,83
1.1,1.2,149
1.2,1.3,185
1.3,1.4,184
1.4,1.5,192
1.5,1.6,189
1.6,1.7,205
1.7,1.8,226
1.8,1.9,216
1.9,2.0,244
2.0,2.1,272
2.1,2.2,267
2.2,2.3,299
2.3,2.4,302
2.4,2.5,309
2.5,2.6,355
2.6,2.7,367
2.7,2.8,359
2.8,2.9,394
2.9,3.0,425
3.0,3.1,408
3.1,3.2,409
3.2,3.3,396
3.3,3.4,446
3.4,3.5,457
3.5,3.6,417
3.6,3.7,486
3.7,3.8,473
3.8,3.9,492
3.9,4.0,520
4.0,4.1,481
4.1,4.2,554
4.2,4.3,502
4.3,4.4,501
4.4,4.5,554
4.5,4.6,585
4.6,4.7,613
4.7,4.8,600
4.8,4.9,634
4.9,5.0,625
