# n_ref,135
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,127
0.1,0.2,1
0.2,0.3,0
0.3,0.4,6
0.4,0.5,16
0.5,0.6,16
0.6,0.7,20
0.7,0.8,33
0.8,0.9,36
0.9,1.0,40
1.0,1.1,70
1.1,1.2,80
1.2,1.3,116
1.3,1.4,97
1.4,1.5,114
1.5,1.6,121
1.6,1.7,125
1.7,1.8,156
1.8,1.9,145
1.9,2.0,159
2.0,2.1,169
2.1,2.2,157
2.2,2.3,193
2.3,2.4,172
2.4,2.5,195
2.5,2.6,197
2.6,2.7,208
2.7,2.8,252
2.8,2.9,244
2.9,3.0,218
3.0,3.1,275
3.1,3.2,290
3.2,3.3,276
3.3,3.4,302
3.4,3.5,295
3.5,3.6,315
3.6,3.7,328
3.7,3.8,314
3.8,3.9,355
3.9,4.0,353
4.0,4.1,360
4.1,4.2,366
4.2,4.3,382
4.3,4.4,366
4.4,4.5,372
4.5,4.6,396
4.6,4.7,412
4.7,4.8,435
4.8,4.9,408
4.9,5.0,468
