# n_ref,834
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,2
0.6,0.7,7
0.7,0.8,4
0.8,0.9,15
0.9,1.0,26
1.0,1.1,26
1.1,1.2,41
1.2,1.3,52
1.3,1.4,42
1.4,1.5,73
1.5,1.6,60
1.6,1.7,82
1.7,1.8,93
1.8,1.9,79
1.9,2.0,118
2.0,2.1,110
2.1,2.2,116
2.2,2.3,123
2.3,2.4,143
2.4,2.5,164
2.5,2.6,166
2.6,2.7,144
2.7,2.8,192
2.8,2.9,185
2.9,3.0,216
3.0,3.1,230
3.1,3.2,222
3.2,3.3,249
3.3,3.4,232
3.4,3.5,234
3.5,3.6,257
3.6,3.7,253
3.7,3.8,276
3.8,3.9,282
3.9,4.0,304
4.0,4.1,311
4.1,4.2,327
4.2,4.3,359
4.3,4.4,305
4.4,4.5,326
4.5,4.6,345
4.6,4.7,353
4.7,4.8,347
4.8,4.9,338
4.9,5.0,371
