# n_ref,121
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,116
0.1,0.2,0
0.2,0.3,0
0.3,0.4,12
0.4,0.5,10
0.5,0.6,13
0.6,0.7,27
0.7,0.8,29
0.8,0.9,34
0.9,1.0,45
1.0,1.1,52
1.1,1.2,59
1.2,1.3,70
1.3,1.4,99
1.4,1.5,90
1.5,1.6,103
1.6,1.7,133
1.7,1.8,122
1.8,1.9,124
1.9,2.0,139
2.0,2.1,152
2.1,2.2,147
2.2,2.3,150
2.3,2.4,168
2.4,2.5,190
2.5,2.6,176
2.6,2.7,189
2.7,2.8,215
2.8,2.9,223
2.9,3.0,241
3.0,3.1,237
3.1,3.2,244
3.2,3.3,231
3.3,3.4,244
3.4,3.5,261
3.5,3.6,244
3.6,3.7,262
3.7,3.8,277
3.8,3.9,273
3.9,4.0,284
4.0,4.1,271
4.1,4.2,328
4.2,4.3,286
4.3,4.4,307
4.4,4.5,331
4.5,4.6,320
4.6,4.7,318
4.7,4.8,345
4.8,4.9,353
4.9,5.0,328
