# n_ref,160
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,159
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,22
0.5,0.6,8
0.6,0.7,24
0.7,0.8,44
0.8,0.9,51
0.9,1.0,68
1.0,1.1,89
1.1,1.2,107
1.2,1.3,113
1.3,1.4,115
1.4,1.5,146
1.5,1.6,154
1.6,1.7,186
1.7,1.8,186
1.8,1.9,170
1.9,2.0,191
2.0,2.1,241
2.1,2.2,203
2.2,2.3,228
2.3,2.4,231
2.4,2.5,290
2.5,2.6,275
2.6,2.7,269
2.7,2.8,288
2.8,2.9,290
2.9,3.0,268
3.0,3.1,284
3.1,3.2,294
3.2,3.3,277
3.3,3.4,313
3.4,3.5,362
3.5,3.6,338
3.6,3.7,352
3.7,3.8,369
3.8,3.9,396
3.9,4.0,390
4.0,4.1,396
4.1,4.2,402
4.2,4.3,437
4.3,4.4,381
4.4,4.5,422
4.5,4.6,461
4.6,4.7,443
4.7,4.8,444
4.8,4.9,483
4.9,5.0,483
