# n_ref,69
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,1
0.5,0.6,0
0.6,0.7,4
0.7,0.8,5
0.8,0.9,2
0.9,1.0,1
1.0,1.1,3
1.1,1.2,6
1.2,1.3,8
1.3,1.4,7
1.4,1.5,11
1.5,1.6,3
1.6,1.7,9
1.7,1.8,9
1.8,1.9,12
1.9,2.0,13
2.0,2.1,11
2.1,2.2,6
2.2,2.3,12
2.3,2.4,5
2.4,2.5,18
2.5,2.6,11
2.6,2.7,9
2.7,2.8,12
2.8,2.9,16
2.9,3.0,16
3.0,3.1,20
3.1,3.2,14
3.2,3.3,17
3.3,3.4,20
3.4,3.5,13
3.5,3.6,29
3.6,3.7,19
3.7,3.8,29
3.8,3.9,23
3.9,4.0,21
4.0,4.1,17
4.1,4.2,23
4.2,4.3,28
4.3,4.4,27
4.4,4.5,27
4.5,4.6,21
4.6,4.7,25
4.7,4.8,26
4.8,4.9,22
4.9,5.0,18
