# n_ref,866
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,27
0.2,0.3,153
0.3,0.4,255
0.4,0.5,356
0.5,0.6,437
0.6,0.7,503
0.7,0.8,597
0.8,0.9,772
0.9,1.0,724
1.0,1.1,846
1.1,1.2,908
1.2,1.3,988
1.3,1.4,1016
1.4,1.5,1086
1.5,1.6,1177
1.6,1.7,1248
1.7,1.8,1212
1.8,1.9,1364
1.9,2.0,1408
2.0,2.1,1490
2.1,2.2,1438
2.2,2.3,1546
2.3,2.4,1594
2.4,2.5,1714
2.5,2.6,1795
2.6,2.7,1751
2.7,2.8,1958
2.8,2.9,1934
2.9,3.0,2016
3.0,3.1,2024
3.1,3.2,2176
3.2,3.3,2142
3.3,3.4,2205
3.4,3.5,2391
3.5,3.6,2283
3.6,3.7,2357
3.7,3.8,2531
3.8,3.9,2600
3.9,4.0,2577
4.0,4.1,2698
4.1,4.2,2741
4.2,4.3,2700
4.3,4.4,2829
4.4,4.5,2769
4.5,4.6,2899
4.6,4.7,3178
4.7,4.8,3126
4.8,4.9,3177
4.9,5.0,3294
