# n_ref,439
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,6
0.2,0.3,12
0.3,0.4,30
0.4,0.5,37
0.5,0.6,64
0.6,0.7,74
0.7,0.8,111
0.8,0.9,98
0.9,1.0,132
1.0,1.1,149
1.1,1.2,194
1.2,1.3,176
1.3,1.4,187
1.4,1.5,223
1.5,1.6,234
1.6,1.7,244
1.7,1.8,280
1.8,1.9,275
1.9,2.0,297
2.0,2.1,326
2.1,2.2,338
2.2,2.3,370
2.3,2.4,364
2.4,2.5,389
2.5,2.6,420
2.6,2.7,391
2.7,2.8,398
2.8,2.9,410
2.9,3.0,419
3.0,3.1,478
3.1,3.2,490
3.2,3.3,478
3.3,3.4,488
3.4,3.5,550
3.5,3.6,488
3.6,3.7,501
3.7,3.8,540
3.8,3.9,552
3.9,4.0,537
4.0,4.1,577
4.1,4.2,610
4.2,4.3,610
4.3,4.4,591
4.4,4.5,561
4.5,4.6,618
4.6,4.7,637
4.7,4.8,623
4.8,4.9,712
4.9,5.0,673
