# n_ref,1002
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,46
0.2,0.3,260
0.3,0.4,376
0.4,0.5,516
0.5,0.6,624
0.6,0.7,714
0.7,0.8,865
0.8,0.9,930
0.9,1.0,1066
1.0,1.1,1123
1.1,1.2,1231
1.2,1.3,1293
1.3,1.4,1393
1.4,1.5,1530
1.5,1.6,1640
1.6,1.7,1686
1.7,1.8,1715
1.8,1.9,1815
1.9,2.0,1834
2.0,2.1,1920
2.1,2.2,1967
2.2,2.3,2114
2.3,2.4,2265
2.4,2.5,2264
2.5,2.6,2333
2.6,2.7,2377
2.7,2.8,2378
2.8,2.9,2498
2.9,3.0,2583
3.0,3.1,2634
3.1,3.2,2790
3.2,3.3,2816
3.3,3.4,2836
3.4,3.5,2908
3.5,3.6,3041
3.6,3.7,3157
3.7,3.8,3156
3.8,3.9,3330
3.9,4.0,3290
4.0,4.1,3411
4.1,4.2,3437
4.2,4.3,3547
4.3,4.4,3554
4.4,4.5,3756
4.5,4.6,3735
4.6,4.7,3902
4.7,4.8,3922
4.8,4.9,3990
4.9,5.0,4091
