# n_ref,186
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,181
0.1,0.2,2
0.2,0.3,0
0.3,0.4,1
0.4,0.5,9
0.5,0.6,56
0.6,0.7,61
0.7,0.8,55
0.8,0.9,85
0.9,1.0,117
1.0,1.1,173
1.1,1.2,253
1.2,1.3,297
1.3,1.4,315
1.4,1.5,305
1.5,1.6,342
1.6,1.7,370
1.7,1.8,402
1.8,1.9,429
1.9,2.0,445
2.0,2.1,532
2.1,2.2,493
2.2,2.3,543
2.3,2.4,562
2.4,2.5,590
2.5,2.6,615
2.6,2.7,638
2.7,2.8,691
2.8,2.9,699
2.9,3.0,730
3.0,3.1,738
3.1,3.2,745
3.2,3.3,815
3.3,3.4,786
3.4,3.5,837
3.5,3.6,831
3.6,3.7,892
3.7,3.8,953
3.8,3.9,903
3.9,4.0,969
4.0,4.1,961
4.1,4.2,977
4.2,4.3,1005
4.3,4.4,1054
4.4,4.5,1012
4.5,4.6,1094
4.6,4.7,1112
4.7,4.8,1115
4.8,4.9,1151
4.9,5.0,1159
