# n_ref,891
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,26
0.2,0.3,158
0.3,0.4,275
0.4,0.5,320
0.5,0.6,565
0.6,0.7,522
0.7,0.8,586
0.8,0.9,627
0.9,1.0,771
1.0,1.1,829
1.1,1.2,905
1.2,1.3,976
1.3,1.4,1093
1.4,1.5,1114
1.5,1.6,1131
1.6,1.7,1149
1.7,1.8,1197
1.8,1.9,1313
1.9,2.0,1370
2.0,2.1,1426
2.1,2.2,1431
2.2,2.3,1483
2.3,2.4,1587
2.4,2.5,1692
2.5,2.6,1695
2.6,2.7,1776
2.7,2.8,1806
2.8,2.9,1851
2.9,3.0,1891
3.0,3.1,1967
3.1,3.2,2003
3.2,3.3,2151
3.3,3.4,2161
3.4,3.5,2244
3.5,3.6,2209
3.6,3.7,2193
3.7,3.8,2371
3.8,3.9,2297
3.9,4.0,2428
4.0,4.1,2466
4.1,4.2,2465
4.2,4.3,2729
4.3,4.4,2698
4.4,4.5,2740
4.5,4.6,2745
4.6,4.7,2876
4.7,4.8,2881
4.8,4.9,2969
4.9,5.0,3003
