# n_ref,786
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,31
0.2,0.3,122
0.3,0.4,231
0.4,0.5,268
0.5,0.6,472
0.6,0.7,441
0.7,0.8,503
0.8,0.9,612
0.9,1.0,723
1.0,1.1,809
1.1,1.2,879
1.2,1.3,1017
1.3,1.4,1047
1.4,1.5,1121
1.5,1.6,1114
1.6,1.7,1156
1.7,1.8,1278
1.8,1.9,1289
1.9,2.0,1381
2.0,2.1,1437
2.1,2.2,1521
2.2,2.3,1555
2.3,2.4,1654
2.4,2.5,1745
2.5,2.6,1737
2.6,2.7,1833
2.7,2.8,1939
2.8,2.9,1977
2.9,3.0,1968
3.0,3.1,2028
3.1,3.2,2053
3.2,3.3,2203
3.3,3.4,2148
3.4,3.5,2227
3.5,3.6,2294
3.6,3.7,2387
3.7,3.8,2433
3.8,3.9,2400
3.9,4.0,2551
4.0,4.1,2613
4.1,4.2,2585
4.2,4.3,2724
4.3,4.4,2807
4.4,4.5,2757
4.5,4.6,2789
4.6,4.7,2831
4.7,4.8,2959
4.8,4.9,2939
4.9,5.0,3125
