# n_ref,167
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,167
0.1,0.2,0
0.2,0.3,3
0.3,0.4,13
0.4,0.5,7
0.5,0.6,22
0.6,0.7,42
0.7,0.8,42
0.8,0.9,46
0.9,1.0,61
1.0,1.1,68
1.1,1.2,75
1.2,1.3,81
1.3,1.4,112
1.4,1.5,104
1.5,1.6,118
1.6,1.7,129
1.7,1.8,128
1.8,1.9,158
1.9,2.0,166
2.0,2.1,154
2.1,2.2,161
2.2,2.3,191
2.3,2.4,181
2.4,2.5,213
2.5,2.6,222
2.6,2.7,218
2.7,2.8,218
2.8,2.9,237
2.9,3.0,219
3.0,3.1,267
3.1,3.2,270
3.2,3.3,272
3.3,3.4,269
3.4,3.5,278
3.5,3.6,267
3.6,3.7,279
3.7,3.8,278
3.8,3.9,333
3.9,4.0,312
4.0,4.1,286
4.1,4.2,313
4.2,4.3,334
4.3,4.4,352
4.4,4.5,303
4.5,4.6,374
4.6,4.7,364
4.7,4.8,354
4.8,4.9,415
4.9,5.0,375
