# n_ref,969
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,36
0.2,0.3,208
0.3,0.4,295
0.4,0.5,382
0.5,0.6,605
0.6,0.7,655
0.7,0.8,715
0.8,0.9,767
0.9,1.0,859
1.0,1.1,994
1.1,1.2,1102
1.2,1.3,1231
1.3,1.4,1335
1.4,1.5,1366
1.5,1.6,1368
1.6,1.7,1477
1.7,1.8,1499
1.8,1.9,1646
1.9,2.0,1692
2.0,2.1,1677
2.1,2.2,1797
2.2,2.3,1917
2.3,2.4,2015
2.4,2.5,2079
2.5,2.6,2189
2.6,2.7,2210
2.7,2.8,2358
2.8,2.9,2292
2.9,3.0,2372
3.0,3.1,2363
3.1,3.2,2504
3.2,3.3,2592
3.3,3.4,2653
3.4,3.5,2659
3.5,3.6,2718
3.6,3.7,2754
3.7,3.8,2888
3.8,3.9,2857
3.9,4.0,3020
4.0,4.1,3094
4.1,4.2,3220
4.2,4.3,3160
4.3,4.4,3255
4.4,4.5,3359
4.5,4.6,3277
4.6,4.7,3393
4.7,4.8,3369
4.8,4.9,3678
4.9,5.0,3643
